Data da coleta;Esfera; Município/UF;UF;pasta;contratante;Objeto;Descrição do objeto;Número do processo;Contrato;Número da Dispensa / Pregão;Favorecido;CNPJ ;Valor Total Contratado;Qual a quantidade discriminada?;Valor unitário (item) Contratado;Unidade de Medida;fonte da pesquisa;portal de transparência específico do Covid19;Descrição Resumida;ITEM_PADRONIZADO;MEDIDA_PADRONIZADA;PRECO_UNITARIO_PADRONIZADO;QUANTIDADE_PADRONIZADA
25/03/2020;Federal;União/Brasil;Brasil;Segurança;Polícia Rodoviária Federal;Aquisição de Insumos;Aquisição de ÁLCOOL GEL 70% (Galão de 5 lts) Álcool etílico, tipo: hidratado, teor alcoólico: 70%_(70°gl), apresentação: gel em galão de 5 lts.;86550.0967620/2020;;Dispensa 14/2020;ARIANA CARDOSO MOREIRA;31.678.136/0001-89;R$ 31.990,00;320;99,96; Litro;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-14/2020-uasg-200114-249662158;;Álcool;alcool;1 litro;19,99;1600,00
26/03/2020;Federal;União/Brasil;Brasil;Educação;Instituto de Puericultura e Pediatria Martagão Gesteira;Aquisição de Insumos;Aquisição de dispenser de álcool gel e galão de 5l de álcool etílico.;23079.004462/2020-40 ;;Não consta;A C P DASILVA QUINOY COMERCIO E SERVICOS;20.473.312/0001-20;R$ 2.400,00;100;24,00;;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-143/2020-uasg-153150-249844691;;Material de limpeza, conservação e higiene;alcool;1 litro;NA;NA
26/03/2020;Federal;União/Brasil;Brasil;Educação;Instituto de Puericultura e Pediatria Martagão Gesteira;Aquisição de Insumos;Aquisição de dispenser de álcool gel e outro.;23079.004462/2020-40 ;;Não consta;A C P DASILVA QUINOY COMERCIO E SERVICOS;20.473.312/0001-20;R$ 2.300,00;20;23,00; Litro;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-143/2020-uasg-153150-249844691;;Álcool;alcool;1 litro;NA;NA
26/03/2020;Federal;União/Brasil;Brasil;Educação;Instituto de Puericultura e Pediatria Martagão Gesteira;Aquisição de Insumos;Aquisição de óculos de proteção.;23079.004459/2020-26;;Não consta;ESCALA SOLUCOES EM ABASTECIMENTO EIRELI;27.756.232/0001-20;R$ 3.500,00;500;7,00;;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-145/2020-uasg-153150-249844820;;Óculos proteção;oculos;1 unidade;7,00;500,00
26/03/2020;Federal;União/Brasil;Brasil;Educação;Superintendência da Empresa Brasileira de Serviços Hospitalares no Estado do Piauí;Aquisição de Insumos;Aquisição de MÁSCARA CIRÚRGICA para o pleno atendimento do HU-UFPI/EBSERH, em razão da necessidade de enfrentamento da emergência de saúde pública decorrente do coronavírus - COVID-19;23524.006387/2020-56;;Não consta;J J R VIANA EIRELI;41.480.591/0001-29;R$ 240.000,00;150.000;1,60;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-2/2020-uasg-155008-249846388;;Máscara Cirúrgica;mascara;1 unidade;1,60;150000,00
26/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário da Universidade Federal do Maranhão;Aquisição de Insumos;Aquisição emergencial de máscara tipo respirador;23523.008859/2020;;Não consta;PROLAB COMERCIO DE PRODUTOS PARA LABORATORIOS LTDA;93.378.735/0001-34;R$ 325.000,00;50.000;6,50; unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-23/2020-uasg-155010-249846402;;Máscara N-95;mascara;1 unidade;6,50;50000,00
26/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário da Universidade Federal do Maranhão;Aquisição de Insumos;Aquisição emergencial de máscara cirúrgica;009601/2020-36;;Não consta; J J R VIANA EIRELI;41.480.591/0001-29 ;R$ 420.000,00;300.000;1,40;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-24/2020-uasg-155010-249846653;;Máscara Cirúrgica;mascara;1 unidade;1,40;300000,00
26/03/2020;Federal;União/Brasil;Brasil;Educação;Fundação Universidade Federal do Rio Grande;Aquisição de Insumos;Aquisição urgente de Alcool para atender as demandas do combate ao coronavírus;23116.001870/2020-56;;Não consta;CLICKBR COMERCIO DE PRODUTOS DE LIMPEZA EIRELI.;04.398.058/0001-96;R$ 42.000,00;3.000;14,00; Litro;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-96/2020-uasg-154042-249844996;;Álcool;alcool;1 litro;14,00;3000,00
27/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário de Juiz de Fora;Aquisição de Insumos;Aquisição de insumos de saúde (EPIs), a fim de abastecer o Hospital Universitário da UFJF - Filial Ebserh, dada a pandemia de COVID-19, conforme condições, quantidades, exigências e estimativas, estabelecidas neste instrumento. -  TOUCA HOSPITALAr;23765.003692/2020-53;;Não consta;DESCMED COMERCIO E IMPORTACAO DE PRODUTOS HOSPITALARES LTDA;31.700.660/0001-09;R$ 3.900,00;30.000;0,13;;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-15/2020-uasg-155903-250049355;;Sapatilha e touca;touca;1 unidade;0,13;30000,00
27/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Dr. Miguel Riet Côrrea Júnior;Aquisição de Insumos;Aquisição de máscaras respiradoras PFF2;23764.003493/2020-55;;Não consta;PROLAB COMERCIO DE PRODUTOS PARA LABORATORIOS LTDA;93.378.735/0001-34;R$ 59.000,00;10.000;5,90; unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-5/2020-uasg-155908-250042690;;Máscara N-95;mascara;1 unidade;5,90;10000,00
27/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Lauro Wanderley;Aquisição de Insumos;Aquisição de MÁSCARA CIRÚRGICA DESCARTÁVEL, a fim de suprir as necessidades do Hospital Universitário Lauro Wanderley/EBSERH, conforme termos e condições constantes no presente Termo de Referência, em decorrência do protocolo elaborado pelo HULW para atendimento dos pacientes suspeitos ou confirmados com infecção por COVID - 19;23539.006110/2020-64;;Não consta;GRADUAL COMERCIO E SERVICOS EIRELI;12.040.718/0001-90;R$ 180.000,00;120.000;1,50;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-29/2020-uasg-155023-250042236;;Máscara Cirúrgica;mascara;1 unidade;1,50;120000,00
27/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Prof. Alberto Antunes;Aquisição de Bens;Aquisição emergencial de KIT DE MONITORIZAÇÃO DE PRESSÃO INVASIVA COM TRANSDUTOR DE PRESSÃO DESCARTÁVEL - ADULTO. CONJUNTO MONITORIZAÇÃO, COMPONENTES EQUIPO MICROGOTAS, DISPOSITIVO FLUXO CONTÍNUO 3 ML/H, ACESSÓRIOS DOMO, TUBO EXTENSOR 48' E 12'2 TORNEIRAS 3 VIAS, COMPATIBILIDADE COMPATÍVEL C/APAR. PHILLIPS, DRAGER, DIXTAL, SIEMENS, TIPO USO ADULTO;23540.005965/2020-39;;Dispensa 07/2020;UTICOR COMERCIO E REPRESENTACOES DE MATER MEDICOS LTDA;01.230.254/0001-69;R$ 22.000,00;250;88,00;;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-7/2020-uasg-155126-250042409;;Material Hospitalar;monitor;1 unidade;88,00;250,00
27/03/2020;Federal;União/Brasil;Brasil;Educação;Fundação Universidade Federal da Grande Dourados;Aquisição de Insumos;Aquisição de embalagens plástica para acondicionamento de álcool 70, a ser utilizado como medida de enfrentamento da emergência de saúde pública decorrente do coronavírus (nCovid-19);23005.00004528/2020;;Dispensa 02/2020;QUIMIPLAST INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;02.034.825/0001-52;R$ 5.100,00;1.250;4,08;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-2/2020-uasg-154502-250040914;;Material de limpeza, conservação e higiene;alcool;1 litro;4,08;1250,00
27/03/2020;Federal;União/Brasil;Brasil;Educação;Fundação Universidade Federal da Grande Dourados;Aquisição de Insumos;Aquisição de embalagens plástica para acondicionamento de álcool 70, a ser utilizado como medida de enfrentamento da emergência de saúde pública decorrente do coronavírus (nCovid-19);23005.00004528/2020;;Dispensa 02/2020;QUIMIPLAST INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;02.034.825/0001-52;R$ 2.640,00;2.400;1,10; Litro;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-2/2020-uasg-154502-250040914;;Álcool;alcool;1 litro;1,10;2400,00
27/03/2020;Federal;União/Brasil;Brasil;Saúde;Instituto de Tecnologia em Imunobiológicos;Aquisição de Insumos;"Sistema,deteccao,sequencia;4351105,applied";25386.100422/2020-80;;Não consta;LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD;63.067.904/0002-35;R$ 7.065.437,86;34;207.807,00;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-79/2020-uasg-254445-250044381;;Kit Teste Rápido;teste;1 unidade;NA;NA
27/03/2020;Federal;União/Brasil;Brasil;Saúde;Hospital Federal Cardoso Fontes;Aquisição de Insumos;AQUISIÇÃO DE TESTE RÁPIDO PARA O CORONA VÍRUS (COVID-19) - Reagente para diagnóstico clínico - IGG/ IGM Método Imunocromatografia;33407.038723/2020-10;;Dispensa 09/2020;MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA;05.343.029/0001-90;R$ 94.100,00;1.000;94,10;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-9/2020-uasg-250104-250043906;;Kit Teste Rápido;teste;1 unidade;94,10;1000,00
30/03/2020;Federal;União/Brasil;Brasil;Segurança;Polícia Rodoviária Federal;Aquisição de Insumos;Aquisição de luvas para procedimento não cirúrgico ;08657.028516/2020-68;;Não consta;A C P DASILVA QUINOY COMERCIO E SERVICOS;20.473.312/0001-20 ;R$ 16.977,45;665;25,53;Par;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-13/2020-uasg-200116-250245787;;Luva;luva;1 par;25,53;665,00
30/03/2020;Federal;União/Brasil;Brasil;Segurança;Polícia Rodoviária Federal;Aquisição de Insumos;Aquisição de luvas para procedimento não cirúrgico ;08657.028516/2020-68;;Não consta;A C P DASILVA QUINOY COMERCIO E SERVICOS;20.473.312/0001-20 ;R$ 16.640,00;1.000;16,64;Par;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-13/2020-uasg-200116-250245787;;Luva;luva;1 par;16,64;1000,00
30/03/2020;Federal;União/Brasil;Brasil;Segurança;Polícia Rodoviária Federal;Aquisição de Insumos;Dispenser higienizador, material: plástico abs, capacidade: 800 ml, tipo fixação: parede, anti-furto, cor: branca, aplicação: mãos. Características adicionais: visor frontal, para álcool em gel. Botão ou tecla de pressionar para liberar o produto;08657.028516/2020-68;;Não consta;ALNETTO COMERCIAL E SERVICOS EIRELI;27.039.914/0001-12;R$ 3.998,00;200;19,99;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-14/2020-uasg-200116-250245890;;Material de limpeza, conservação e higiene;alcool;1 litro;19,99;200,00
30/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital das Clínicas da UFG;Aquisição de Insumos;aquisição de máscaras cirúrgicas descartáveis c/ 4 tiras para o Hospital das Clínicas de Goiás para fazer frente ao conjunto de ações no combate do coronavírus;23760.004704/2020-15;;Não consta;PRO SAUDE DISTRIBUIDORA DE MEDICAMENTOS;21.297.758/0001-03;R$ 144.000,00;60.000;2,40;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-022/2020-uasg-155904-250228769;;Máscara Cirúrgica;mascara;1 unidade;2,40;60000,00
30/03/2020;Federal;União/Brasil;Brasil;Educação;Ministério da Saúde;Contratação de Serviços;Contratação de empresa especializada para prestação de serviços de atendimento automatizado por via telefônica, a partir de algoritmo fornecido pela CONTRATANTE com desfechos variáveis, incluindo o direcionamento para outro número telefônico, com disparo inicial da ligação automática a partir de base de dados da CONTRATANTE, e plataforma de análise dos dados gerados, para monitoramento ativo de casos da Covid-19;2500.0039379/2020-21;;Dispensa 08/2020;TALK TELECOM COMERCIO DE EQUIPAMENTOS DE INFORMATICA E SERVICOS EMPRESARIAIS S.A.;02.416.157/0001-28;R$ 36.000.000,00;120.000.000;0,30;;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-8/2020-uasg-250110-250246588;;;monitor;1 unidade;NA;NA
30/03/2020;Federal;União/Brasil;Brasil;Educação;Ministério da Saúde;Contratação de Serviços;Contratação de empresa especializada para prestação de serviços de atendimento automatizado por via telefônica, a partir de algoritmo fornecido pela CONTRATANTE com desfechos variáveis, incluindo o direcionamento para outro número telefônico, com disparo inicial da ligação automática a partir de base de dados da CONTRATANTE, e plataforma de análise dos dados gerados, para monitoramento ativo de casos da Covid-19;2500.0039379/2020-21;;Dispensa 08/2020;TALK TELECOM COMERCIO DE EQUIPAMENTOS DE INFORMATICA E SERVICOS EMPRESARIAIS S.A.;02.416.157/0001-28;R$ 10.800.000,00;120.000.000;0,09;;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-8/2020-uasg-250110-250246588;;;monitor;1 unidade;NA;NA
31/03/2020;Federal;União/Brasil;Brasil;Segurança;Polícia Rodoviária Federal;Aquisição de Insumos;Aquisição de EPIs (óculos de proteção) para proteção dos servidores contra a COVID-19, doença causada pelo Coronavírus;08660.006971/2020-53;;Dispensa 09/2020;SAF COMERCIO IMPORTACAO E DISTRIBUICAO LTDA;21.024.790/0001-15;R$ 1.953,00;700;2,79;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-9/2020-uasg-200119-250455344;;Óculos proteção;oculos;1 unidade;2,79;700,00
31/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Walter Cantídio;Aquisição de Insumos;Aquisição de EPI - ÓCULOS DE PROTEÇÃO E PROTETOR FACIAL;23533.010503/2020-22;;Não consta;EXTINCOMDO BRASIL - COMERCIO E MANUTENCAO DE EXTINTORESE EQUIPAMENTOS DE SEGUR;19.320.823/0001-22;R$ 10.000,00;400;25,00;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-28/2020-uasg-155020-250454235;;Óculos proteção;oculos;1 unidade;25,00;400,00
31/03/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Walter Cantídio;Aquisição de Insumos;Aquisição de EPI - ÓCULOS DE PROTEÇÃO E PROTETOR FACIAL;23533.010503/2020-22;;Não consta;EXTINCOMDO BRASIL - COMERCIO E MANUTENCAO DE EXTINTORESE EQUIPAMENTOS DE SEGUR;19.320.823/0001-22;R$ 2.320,00;400;5,00;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-28/2020-uasg-155020-250454235;;Protetor Facial;oculos;1 unidade;NA;NA
31/03/2020;Federal;União/Brasil;Brasil;Saúde;Instituto de Tecnologia em Imunobiológicos;Aquisição de Insumos;Aquisição, por importação, de Bulk de produto intermediário para teste rápido para COVID-19;25386.100386/2020-54;;Não consta;CHEMBIO DIAGNOSTIC SYSTEM, INC;Empresa estrangeira;R$ 23.550.146,51;1.045.000;8,62;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-78/2020-uasg-254445-250456433;;Kit Teste Rápido;teste;1 unidade;NA;NA
31/03/2020;Federal;União/Brasil;Brasil;Saúde;Fundação Oswaldo Cruz;Aquisição de Insumos;AQUISIÇÃO DE MODULO DE AMPLIFICAÇÃO/DETECÇÃO KIT BIOMOL SARS/COVID-19 PARA 30 REAÇÕEs. REAGENTE PARA DIAGNOSTICO CLINICO 7, TIPO: CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANALISE: QUALITATIVO CORONAVÍRUS COVID-19, APRESENTAÇÃO: TESTE, METODO: RT-PCR TEMPO REAL. (MODULO DE AMPLIFICAÇÃO/DETECÇÃO KIT BIOMOL SARS/COVID-19 PARA 30 REAÇÕES;25380.000497/2020-11;;Não consta;INSTITUTO DE BIOLOGIA MOLECULAR DO PARANA - IBMP;03.585.986/0001-05;R$ 18.000.900,00;1.852;2.700,00;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-21/2020-uasg-254420-250456317;;Kit Teste Rápido;teste PCR;1 unidade;NA;NA
31/03/2020;Federal;União/Brasil;Brasil;Saúde;Instituto Nacional de Infectologia Evandro Chagas;Aquisição de Bens;Aquisição de Equipamentos - COVID 19;2502.9100173/2020-91 ;;;AUTO SUTURE DO BRASIL LTDA;01.645.409/0003-90;R$ 70.400,00;2;35.200,00;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-27/2020-uasg-254492-250456481;;Ventilador Pulmonar;respirador - ventilador;1 unidade;35200,00;2,00
31/03/2020;Federal;União/Brasil;Brasil;Saúde;Instituto de Tecnologia em Imunobiológicos;Aquisição de Insumos;"Aquisição de OLIGONUCLEOTIDEO;250 NMOL;PCR TEMPO REAL;688,IDT;FR e SONDA,PCR;TEMPO REAL;1UMOL;872,IDT;FR";25386.100425/2020-13;;Não consta;SINTESE BIOTECNOLOGIA LTDA;13.545.241/0001-68;R$ 2.516.085,00;442;5.692,50;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-86/2020-uasg-254445-250456339;;Kit Teste Rápido;teste;1 unidade;5692,00;442,00
31/03/2020;Federal;União/Brasil;Brasil;Saúde;Instituto de Tecnologia em Imunobiológicos;Aquisição de Insumos;"Aquisição de OLIGONUCLEOTIDEO;250 NMOL;PCR TEMPO REAL;688,IDT;FR e SONDA,PCR;TEMPO REAL;1UMOL;872,IDT;FR";25386.100425/2020-13;;Não consta;SINTESE BIOTECNOLOGIA LTDA;13.545.241/0001-68;R$ 20.134,80;105;191,76;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-86/2020-uasg-254445-250456339;;Kit Teste Rápido;teste;1 unidade;191,76;105,00
01/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário de Juiz de Fora;Aquisição de Insumos;Aquisição de avental não estéril descartável (EPI) para abastecer o Hospital Universitário da UFJF/EBSERH, na atual pandemia de COVID-19;23765.003758/2020-13;;Não consta;SERMED COMERCIO DE MATERIAL HOSPITALAR LTDA;16.566.588/0001-85;R$ 324.000,00;60.000;5,40;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-18/2020-uasg-155903-250662705;;Avental;avental;1 unidade;5,40;60000,00
01/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário de Juiz de Fora;Aquisição de Insumos;Aquisição de álcool etílico 70%, gel, preferencialmente 800 ml, a fim de abastecer o Hospital Universitário da UFJF - Filial Ebserh;23765.003676/2020-61;;Não consta;R M LANZA DOS SANTOS COMERCIO ;21.767.486/0001-68;R$ 22.097,60;400;46,99;Litro;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-10/2020-uasg-155903-250662330;;Álcool;alcool;1 litro;NA;NA
01/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário de Juiz de Fora;Aquisição de Insumos;Aquisição de de álcool gel 70 GL para abastecimento do HU-UFJF/EBSERH em caráter de urgência;23765.004218/2020-49;;Não consta;ARGILA INDUSTRIA E COMERCIO DE COMESTICOS LTDA;06.204.801/0001-55;R$ 48.000,00;4.000;12,00; Litro;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-19/2020-uasg-155903-250662712;;Álcool;alcool;1 litro;12,00;4000,00
01/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Escola da UFPel;Aquisição de Insumos;Aquisição de TESTES RÁPIDOS PARA DIAGNÓSTICO DO COVID-19;23762.004168/2020-20;;Dispensa 56/2020;CICLA DISTRIBUIDORA DE PRODUTOS PARA DIAGNOSTICOS LTDA;07.726.133/0001-99;R$ 33.000,00;300;110,00;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-56/2020-250700888;;Kit Teste Rápido;teste;1 unidade;110,00;300,00
01/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Cassiano Antonio Moraes;Aquisição de Insumos;Aquisição de MÁSCARAS TIPO RESPIRADOR - TIPO PFF2/N95. Quantidade de 5000 unidades;004402/2020-11 ;;Dispensa 14/2020;01 PHARMA BRASIL - COMÉRCIO DE PRODUTOS MÉDICOS EIRELI;12.342.435/0001-01;R$ 100.000,00;5.000;20,00; unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-14/2020-uasg-155012-250692733;;Máscara N-95;mascara n-95;1 unidade;20,00;5000,00
02/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital das Clínicas da UFG;Aquisição de Insumos;Aquisição de máscara respirador N95 para o Hospital das Clínicas de Goiás para fazer frente ao conjunto de ações no combate do coronavírus;23760.005441/2020-53;;Não consta;CIENTIFICA MEDICA HOSPITALAR LTDA;07.847.837/0001-10;R$ 404.850,00;15.000;26,99; unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-27/2020-uasg-155904-250876159;;Máscara N-95;mascara n-95;1 unidade;26,99;15000,00
02/04/2020;Federal;União/Brasil;Brasil;Segurança;Polícia Rodoviária Federal;Aquisição de Insumos;Aquisição emergencial de testes rápidos para detecção qualitativa específica de IgG e IgM do COVID-19, a serem aplicados, durante surto epidêmico de coronavírus no país, nos servidores da Polícia Rodoviária Federal lotados nas Superintendências de Rondônia, Roraima, Acre, Amazonas, Mato Grosso e Mato Grosso do Sul;08671.003015/2020-91;;;BIOLAR IMPORTACAO E EXPORTACAO EIRELI;06.987.995/0001-02;R$ 51.227,60;;;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-9/2020-uasg-200131-250891677;;Kit Teste Rápido;teste;1 unidade;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Educação;Instituto de Puericultura e Pediatria Martagão Gesteira;Aquisição de Insumos;Aquisição de avental para procedimento CME - não estéril - 25G/40G/M²;23079.004480/2020-21;;Não consta;MEDICAL PREMIUM PRODUTOS HOSPITALARES EIRELI;22.056.556/0001-32;R$ 20.400,00;1.200;17,00;Unidade;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-147/2020-uasg-153150-251115704;;Avental;avental;1 unidade;17,00;1200,00
03/04/2020;Federal;União/Brasil;Brasil;Educação;Instituto de Puericultura e Pediatria Martagão Gesteira;Aquisição de Insumos;Aquisição de máscara de gasoterapia alta concentração infantil. ;23079.004634/2020-85;;;CRITICALMED PRODUTOS MEDICO HOSPITALAR LTDA;73.588.915/0001-33;R$ 4.444,00;;;;http://www.in.gov.br/web/dou/-/extrato-de-dispensa-de-licitacao-n-177/2020-uasg-153150-251115969;;Material Hospitalar;mascara;1 unidade;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Cassiano Antonio Moraes;Aquisição de Insumos;Aquisição de PAPEL TOALHA EM BOBINA 200 METROS,PAPEL TOALHA INTERFOLHADO, SABONETE LÍQUIDO NEUTRO PARA HIGIENIZAÇÃO DAS MÃOS,ÁLCOOL LÍQUIDO 70% ANTISSÉPTICO 600 ML SPRAY.;003994/2020-54;;;SETE BRASILIS COMERCIO EIRELI;29.282.974/0001-97;R$ 105.000,00;;;;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-22/2020-uasg-155012-251117525;;Material de limpeza, conservação e higiene;alcool;1 litro;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Cassiano Antonio Moraes;Aquisição de Insumos;Aquisição de PAPEL TOALHA EM BOBINA 200 METROS,PAPEL TOALHA INTERFOLHADO, SABONETE LÍQUIDO NEUTRO PARA HIGIENIZAÇÃO DAS MÃOS,ÁLCOOL LÍQUIDO 70% ANTISSÉPTICO 600 ML SPRAY.;003994/2020-54;;;BERIZA COMERCIO DE LIMPEZA LTDA;32.952.698/0001-31;R$ 96.280,00;;;;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-22/2020-uasg-155012-251117525;;Material de limpeza, conservação e higiene;alcool;1 litro;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Educação;Hospital Universitário Walter Cantídio;Contratação de Serviços;Contratação de empresa especializada e habilitada para FORNECIMENTO e INSTALAÇÃO de sistemas de ventilação em leitos de isolamento na enfermaria 40 da clínica 2B, enfermaria 41 da clínica 2B, isolamento da UTI coronariana e isolamento da UTI Materna;23533.008293/2020-11 ;;;GIOVANI SERVICOS ARCONDICIONADO LTDA;03.373.590/0001-96;R$ 101.153,37;;;Unidade;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-29/2020-uasg-155020-251117601;;Ventilador Pulmonar;respirador - ventilador;1 unidade;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Segurança;Polícia Federal;Aquisição de Insumos;Aquisição de reagentes químicos e embalagens para produção e acondicionamento, no Laboratório de Tecnologia Farmacêutica da UFMS, de álcool etílico glicerinado 70º;08335.002489/2020-36;;;MEDLAB PRODUTOS PARA LABORATORIO LTDA;03.201.601/0001-50;R$ 11.695,20;;;;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-6/2020-251090134;;Material Hospitalar;alcool;1 litro;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Saúde;Instituto Leônidas e Maria Deane;Aquisição de Insumos;quisição de material de uso laboratorial com a finalidade de realizar a ampliação da capacidade de Análise de amostras de DNA, dentro da Área de Virologia e Plataformas de Genômica e PCR em Tempo Real, por ocasião da grande necessidade gerada devido à Pandemia do Coronavírus. Conforme condições, quantidades e exigências estabelecidas no Termo de Referência;25792.100065/2020-68 ;;;PROMEGA BIOTECNOLOGIA DO BRASIL LTDA;11.909.227/0001-70;R$ 85.000,00;;;Unidade;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-9/2020-uasg-254474-251120109;;Kit Teste Rápido;teste;1 unidade;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Saúde;Instituto de Tecnologia em Imunobiológicos;Aquisição de Insumos;"Aquisição de CAIXA EMBARQUE PAPELAO;650X395X300MM;PAREDE DUPLA;ONDA BC";25386.100442/2020-51 ;;;MAZURKY INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI; 06.209.559/0001-02;R$ 42.660,00;;;;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-92/2020-uasg-254445-251119831;;Material de Escritório;mascara n-95;1 unidade;NA;NA
03/04/2020;Federal;União/Brasil;Brasil;Saúde;Hospital Federal Cardoso Fontes;Aquisição de Insumos;Álcool etílico, hidratado, 70% (70ºgl), com carbopol e glicerina, bag imbox, com bico dosador, refil ;33407.037901/2020-95 ;;Dispensa 10/2020;MEDICAPRODUTOS HOSPITALARES EIRELI;14.883.212/0001-79;R$ 111.000,00;1.000;111,00; Litro;http://www.in.gov.br/en/web/dou/-/extrato-de-dispensa-de-licitacao-n-10/2020-uasg-250104-251118887;;Álcool;alcool;1 litro;111,00;1000,00
